Year,Ethnicity,Sex,Cause,Count,Region
2008,"	Non-Hispanic Black	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",356,NYC
2008,"	Non-Hispanic Black	",Males,"	INFLUENZA AND PNEUMONIA	",222,NYC
2008,"	Non-Hispanic Black	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",45,NYC
2008,"	Non-Hispanic Black	",Males,"	MALIGNANT NEOPLASMS	",1464,NYC
2008,"	Non-Hispanic Black	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",37,NYC
2008,"	Non-Hispanic Black	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",54,NYC
2008,"	Non-Hispanic Black	",Males,"	PEPTIC ULCER	",17,NYC
2008,"	Non-Hispanic Black	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",132,NYC
2008,"	Non-Hispanic Black	",Males,"	RESPIRATORY DISTRESS OF NEWBORN	",18,NYC
2008,"	Non-Hispanic Black	",Males,"	SEPTICEMIA	",49,NYC
2008,"	Non-Hispanic Black	",Males,"	SHORT GESTATION/LBW	",22,NYC
2008,"	Non-Hispanic Black	",Males,"	VIRAL HEPATITIS	",62,NYC
2008,"	Non-Hispanic White	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",193,NYC
2008,"	Non-Hispanic White	",Females,"	ALZHEIMERS DISEASE	",151,NYC
2008,"	Non-Hispanic White	",Females,"	AORTIC ANEURYSM AND DISSECTION	",26,NYC
2008,"	Non-Hispanic White	",Females,"	ATHEROSCLEROSIS	",54,NYC
2008,"	Non-Hispanic White	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",65,NYC
2008,"	Non-Hispanic White	",Females,"	CEREBROVASCULAR DISEASE	",379,NYC
2008,"	Non-Hispanic White	",Females,"	CHOLELITHIASIS AND DISORDERS OF GALLBLADDER	",20,NYC
2008,"	Non-Hispanic White	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",61,NYC
2008,"	Non-Hispanic White	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",518,NYC
2008,"	Non-Hispanic White	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",42,NYC
2008,"	Non-Hispanic White	",Females,"	DIABETES MELLITUS	",210,NYC
2008,"	Non-Hispanic White	",Females,"	DISEASES OF HEART	",6836,NYC
2008,"	Non-Hispanic White	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",151,NYC
2008,"	Non-Hispanic White	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",25,NYC
2008,"	Non-Hispanic White	",Females,"	INFLUENZA AND PNEUMONIA	",621,NYC
2008,"	Non-Hispanic White	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",57,NYC
2008,"	Non-Hispanic White	",Females,"	MALIGNANT NEOPLASMS	",3366,NYC
2008,"	Non-Hispanic White	",Females,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",15,NYC
2008,"	Non-Hispanic White	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",71,NYC
2008,"	Non-Hispanic White	",Females,"	PARKINSONS DISEASE	",37,NYC
2008,"	Non-Hispanic White	",Females,"	PEPTIC ULCER	",29,NYC
2008,"	Non-Hispanic White	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",86,NYC
2008,"	Non-Hispanic White	",Females,"	SEPTICEMIA	",57,NYC
2008,"	Non-Hispanic White	",Females,"	SHORT GESTATION/LBW	",14,NYC
2008,"	Non-Hispanic White	",Females,"	VIRAL HEPATITIS	",27,NYC
2008,"	Non-Hispanic White	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",272,NYC
2008,"	Non-Hispanic White	",Males,"	ALZHEIMERS DISEASE	",58,NYC
2008,"	Non-Hispanic White	",Males,"	AORTIC ANEURYSM AND DISSECTION	",50,NYC
2008,"	Non-Hispanic White	",Males,"	ASSAULT (HOMICIDE)	",44,NYC
2008,"	Non-Hispanic White	",Males,"	ATHEROSCLEROSIS	",53,NYC
2008,"	Non-Hispanic White	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",66,NYC
2008,"	Non-Hispanic White	",Males,"	CEREBROVASCULAR DISEASE	",245,NYC
2008,"	Non-Hispanic White	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",136,NYC
2008,"	Non-Hispanic White	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",347,NYC
2008,"	Non-Hispanic White	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",51,NYC
2008,"	Non-Hispanic White	",Males,"	DIABETES MELLITUS	",247,NYC
2008,"	Non-Hispanic White	",Males,"	DISEASES OF HEART	",5503,NYC
2008,"	Non-Hispanic White	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",165,NYC
2008,"	Non-Hispanic White	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",104,NYC
2008,"	Non-Hispanic White	",Males,"	INFLUENZA AND PNEUMONIA	",529,NYC
2008,"	Non-Hispanic White	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",195,NYC
2008,"	Non-Hispanic White	",Males,"	MALIGNANT NEOPLASMS	",3362,NYC
2008,"	Non-Hispanic White	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",79,NYC
2008,"	Non-Hispanic White	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",79,NYC
2008,"	Non-Hispanic White	",Males,"	PARKINSONS DISEASE	",61,NYC
2008,"	Non-Hispanic White	",Males,"	PEPTIC ULCER	",24,NYC
2008,"	Non-Hispanic White	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",227,NYC
2008,"	Non-Hispanic White	",Males,"	SEPTICEMIA	",60,NYC
2008,"	Non-Hispanic White	",Males,"	SHORT GESTATION/LBW	",14,NYC
2008,"	Non-Hispanic White	",Males,"	VIRAL HEPATITIS	",74,NYC
2009,"	Asian & Pacific Islander	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",37,NYC
2009,"	Asian & Pacific Islander	",Females,"	ALZHEIMERS DISEASE	",14,NYC
2009,"	Asian & Pacific Islander	",Females,"	ASSAULT (HOMICIDE)	",5,NYC
2009,"	Asian & Pacific Islander	",Females,"	ATHEROSCLEROSIS	",8,NYC
2009,"	Asian & Pacific Islander	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",7,NYC
2009,"	Asian & Pacific Islander	",Females,"	CEREBROVASCULAR DISEASE	",61,NYC
2009,"	Asian & Pacific Islander	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",5,NYC
2009,"	Asian & Pacific Islander	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",30,NYC
2009,"	Asian & Pacific Islander	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",14,NYC
2009,"	Asian & Pacific Islander	",Females,"	DIABETES MELLITUS	",55,NYC
2009,"	Asian & Pacific Islander	",Females,"	DISEASES OF HEART	",449,NYC
2009,"	Asian & Pacific Islander	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",18,NYC
2009,"	Asian & Pacific Islander	",Females,"	INFLUENZA AND PNEUMONIA	",83,NYC
2009,"	Asian & Pacific Islander	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",18,NYC
2009,"	Asian & Pacific Islander	",Females,"	MALIGNANT NEOPLASMS	",399,NYC
2009,"	Asian & Pacific Islander	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",12,NYC
2009,"	Asian & Pacific Islander	",Females,"	SEPTICEMIA	",7,NYC
2009,"	Asian & Pacific Islander	",Females,"	VIRAL HEPATITIS	",13,NYC
2009,"	Asian & Pacific Islander	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",56,NYC
2009,"	Asian & Pacific Islander	",Males,"	ALZHEIMERS DISEASE	",9,NYC
2009,"	Asian & Pacific Islander	",Males,"	AORTIC ANEURYSM AND DISSECTION	",11,NYC
2009,"	Asian & Pacific Islander	",Males,"	ASSAULT (HOMICIDE)	",9,NYC
2009,"	Asian & Pacific Islander	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",11,NYC
2009,"	Asian & Pacific Islander	",Males,"	CEREBROVASCULAR DISEASE	",58,NYC
2009,"	Asian & Pacific Islander	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",17,NYC
2009,"	Asian & Pacific Islander	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",51,NYC
2009,"	Asian & Pacific Islander	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",14,NYC
2009,"	Asian & Pacific Islander	",Males,"	DIABETES MELLITUS	",48,NYC
2009,"	Asian & Pacific Islander	",Males,"	DISEASES OF HEART	",555,NYC
2009,"	Asian & Pacific Islander	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",26,NYC
2009,"	Asian & Pacific Islander	",Males,"	INFLUENZA AND PNEUMONIA	",84,NYC
2009,"	Asian & Pacific Islander	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",35,NYC
2009,"	Asian & Pacific Islander	",Males,"	MALIGNANT NEOPLASMS	",508,NYC
2009,"	Asian & Pacific Islander	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",8,NYC
2009,"	Asian & Pacific Islander	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",9,NYC
2009,"	Asian & Pacific Islander	",Males,"	PARKINSONS DISEASE	",10,NYC
2009,"	Asian & Pacific Islander	",Males,"	VIRAL HEPATITIS	",13,NYC
2009,"	Hispanic	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",56,NYC
2009,"	Hispanic	",Females,"	ALZHEIMERS DISEASE	",56,NYC
2009,"	Hispanic	",Females,"	AORTIC ANEURYSM AND DISSECTION	",9,NYC
2009,"	Hispanic	",Females,"	ASSAULT (HOMICIDE)	",26,NYC
2009,"	Hispanic	",Females,"	ATHEROSCLEROSIS	",21,NYC
2009,"	Hispanic	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",10,NYC
2009,"	Hispanic	",Females,"	CEREBROVASCULAR DISEASE	",154,NYC
2009,"	Hispanic	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",40,NYC
2009,"	Hispanic	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",155,NYC
2009,"	Hispanic	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",30,NYC
2009,"	Hispanic	",Females,"	DIABETES MELLITUS	",215,NYC
2009,"	Hispanic	",Females,"	DISEASES OF HEART	",1349,NYC
2009,"	Hispanic	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",84,NYC
2009,"	Hispanic	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",96,NYC
2009,"	Hispanic	",Females,"	INFLUENZA AND PNEUMONIA	",216,NYC
2009,"	Hispanic	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",21,NYC
2009,"	Hispanic	",Females,"	MALIGNANT NEOPLASMS	",1098,NYC
2009,"	Hispanic	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",35,NYC
2009,"	Hispanic	",Females,"	PARKINSONS DISEASE	",11,NYC
2009,"	Hispanic	",Females,"	PEPTIC ULCER	",9,NYC
2009,"	Hispanic	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",10,NYC
2009,"	Hispanic	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",57,NYC
2009,"	Hispanic	",Females,"	SEPTICEMIA	",29,NYC
2009,"	Hispanic	",Females,"	SHORT GESTATION/LBW	",12,NYC
2009,"	Hispanic	",Females,"	VIRAL HEPATITIS	",48,NYC
2009,"	Hispanic	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",170,NYC
2009,"	Hispanic	",Males,"	ALZHEIMERS DISEASE	",25,NYC
2009,"	Hispanic	",Males,"	AORTIC ANEURYSM AND DISSECTION	",12,NYC
2009,"	Hispanic	",Males,"	ASSAULT (HOMICIDE)	",106,NYC
2009,"	Hispanic	",Males,"	ATHEROSCLEROSIS	",10,NYC
2009,"	Hispanic	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",14,NYC
2009,"	Hispanic	",Males,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",15,NYC
2009,"	Hispanic	",Males,"	CEREBROVASCULAR DISEASE	",143,NYC
2009,"	Hispanic	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",119,NYC
2009,"	Hispanic	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",111,NYC
2009,"	Hispanic	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",28,NYC
2009,"	Hispanic	",Males,"	DIABETES MELLITUS	",172,NYC
2009,"	Hispanic	",Males,"	DISEASES OF HEART	",1382,NYC
2009,"	Hispanic	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",77,NYC
2009,"	Hispanic	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",196,NYC
2009,"	Hispanic	",Males,"	INFLUENZA AND PNEUMONIA	",183,NYC
2009,"	Hispanic	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",72,NYC
2009,"	Hispanic	",Males,"	MALIGNANT NEOPLASMS	",1180,NYC
2009,"	Hispanic	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",41,NYC
2009,"	Hispanic	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",29,NYC
2009,"	Hispanic	",Males,"	PARKINSONS DISEASE	",16,NYC
2009,"	Hispanic	",Males,"	PEPTIC ULCER	",10,NYC
2009,"	Hispanic	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",145,NYC
2009,"	Hispanic	",Males,"	SEPTICEMIA	",22,NYC
2009,"	Hispanic	",Males,"	SHORT GESTATION/LBW	",24,NYC
2009,"	Hispanic	",Males,"	VIRAL HEPATITIS	",94,NYC
2009,"	Non-Hispanic Black	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",71,NYC
2009,"	Non-Hispanic Black	",Females,"	ALZHEIMERS DISEASE	",79,NYC
2009,"	Non-Hispanic Black	",Females,"	ANEMIAS	",16,NYC
2009,"	Non-Hispanic Black	",Females,"	AORTIC ANEURYSM AND DISSECTION	",19,NYC
2009,"	Non-Hispanic Black	",Females,"	ASSAULT (HOMICIDE)	",29,NYC
2009,"	Non-Hispanic Black	",Females,"	ATHEROSCLEROSIS	",30,NYC
2009,"	Non-Hispanic Black	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",35,NYC
2009,"	Non-Hispanic Black	",Females,"	CEREBROVASCULAR DISEASE	",245,NYC
2009,"	Non-Hispanic Black	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",35,NYC
2009,"	Non-Hispanic Black	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",188,NYC
2009,"	Non-Hispanic Black	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",34,NYC
2009,"	Non-Hispanic Black	",Females,"	DIABETES MELLITUS	",384,NYC
2009,"	Non-Hispanic Black	",Females,"	DISEASES OF HEART	",2535,NYC
2009,"	Non-Hispanic Black	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",227,NYC
2009,"	Non-Hispanic Black	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",208,NYC
2009,"	Non-Hispanic Black	",Females,"	INFLUENZA AND PNEUMONIA	",281,NYC
2009,"	Non-Hispanic Black	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",17,NYC
2009,"	Non-Hispanic Black	",Females,"	MALIGNANT NEOPLASMS	",1736,NYC
2009,"	Non-Hispanic Black	",Females,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",22,NYC
2009,"	Non-Hispanic Black	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",75,NYC
2009,"	Non-Hispanic Black	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",24,NYC
2009,"	Non-Hispanic Black	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",73,NYC
2009,"	Non-Hispanic Black	",Females,"	SEPTICEMIA	",46,NYC
2009,"	Non-Hispanic Black	",Females,"	SHORT GESTATION/LBW	",26,NYC
2009,"	Non-Hispanic Black	",Females,"	VIRAL HEPATITIS	",40,NYC
2009,"	Non-Hispanic Black	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",134,NYC
2009,"	Non-Hispanic Black	",Males,"	ALZHEIMERS DISEASE	",30,NYC
2009,"	Non-Hispanic Black	",Males,"	ANEMIAS	",18,NYC
2009,"	Non-Hispanic Black	",Males,"	AORTIC ANEURYSM AND DISSECTION	",23,NYC
2009,"	Non-Hispanic Black	",Males,"	ASSAULT (HOMICIDE)	",255,NYC
2009,"	Non-Hispanic Black	",Males,"	ATHEROSCLEROSIS	",21,NYC
2009,"	Non-Hispanic Black	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",24,NYC
2009,"	Non-Hispanic Black	",Males,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",18,NYC
2009,"	Non-Hispanic Black	",Males,"	CEREBROVASCULAR DISEASE	",154,NYC
2009,"	Non-Hispanic Black	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",67,NYC
2009,"	Non-Hispanic Black	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",147,NYC
2009,"	Non-Hispanic Black	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",43,NYC
2009,"	Non-Hispanic Black	",Males,"	DIABETES MELLITUS	",285,NYC
2009,"	Non-Hispanic Black	",Males,"	DISEASES OF HEART	",2068,NYC
2009,"	Non-Hispanic Black	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",131,NYC
2009,"	Non-Hispanic Black	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",329,NYC
2009,"	Non-Hispanic Black	",Males,"	INFLUENZA AND PNEUMONIA	",207,NYC
2009,"	Non-Hispanic Black	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",58,NYC
2009,"	Non-Hispanic Black	",Males,"	MALIGNANT NEOPLASMS	",1557,NYC
2009,"	Non-Hispanic Black	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",49,NYC
2009,"	Non-Hispanic Black	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",60,NYC
2009,"	Non-Hispanic Black	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",113,NYC
2009,"	Non-Hispanic Black	",Males,"	SEPTICEMIA	",33,NYC
2009,"	Non-Hispanic Black	",Males,"	SHORT GESTATION/LBW	",31,NYC
2009,"	Non-Hispanic Black	",Males,"	VIRAL HEPATITIS	",56,NYC
2009,"	Non-Hispanic White	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",178,NYC
2009,"	Non-Hispanic White	",Females,"	ALZHEIMERS DISEASE	",205,NYC
2009,"	Non-Hispanic White	",Females,"	AORTIC ANEURYSM AND DISSECTION	",29,NYC
2009,"	Non-Hispanic White	",Females,"	ASSAULT (HOMICIDE)	",20,NYC
2009,"	Non-Hispanic White	",Females,"	ATHEROSCLEROSIS	",73,NYC
2009,"	Non-Hispanic White	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",62,NYC
2009,"	Non-Hispanic White	",Females,"	CEREBROVASCULAR DISEASE	",390,NYC
2009,"	Non-Hispanic White	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",59,NYC
2009,"	Non-Hispanic White	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",458,NYC
2009,"	Non-Hispanic White	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",26,NYC
2009,"	Non-Hispanic White	",Females,"	DIABETES MELLITUS	",229,NYC
2009,"	Non-Hispanic White	",Females,"	DISEASES OF HEART	",6297,NYC
2009,"	Non-Hispanic White	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",215,NYC
2009,"	Non-Hispanic White	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",22,NYC
2009,"	Non-Hispanic White	",Females,"	INFLUENZA AND PNEUMONIA	",629,NYC
2009,"	Non-Hispanic White	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",58,NYC
2009,"	Non-Hispanic White	",Females,"	MALIGNANT NEOPLASMS	",3346,NYC
2009,"	Non-Hispanic White	",Females,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",22,NYC
2009,"	Non-Hispanic White	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",70,NYC
2009,"	Non-Hispanic White	",Females,"	PARKINSONS DISEASE	",34,NYC
2009,"	Non-Hispanic White	",Females,"	PEPTIC ULCER	",14,NYC
2009,"	Non-Hispanic White	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",76,NYC
2009,"	Non-Hispanic White	",Females,"	SEPTICEMIA	",62,NYC
2009,"	Non-Hispanic White	",Females,"	SHORT GESTATION/LBW	",13,NYC
2009,"	Non-Hispanic White	",Females,"	VIRAL HEPATITIS	",35,NYC
2009,"	Non-Hispanic White	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",281,NYC
2009,"	Non-Hispanic White	",Males,"	ALZHEIMERS DISEASE	",96,NYC
2009,"	Non-Hispanic White	",Males,"	AORTIC ANEURYSM AND DISSECTION	",42,NYC
2009,"	Non-Hispanic White	",Males,"	ASSAULT (HOMICIDE)	",38,NYC
2009,"	Non-Hispanic White	",Males,"	ATHEROSCLEROSIS	",68,NYC
2009,"	Non-Hispanic White	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",81,NYC
2009,"	Non-Hispanic White	",Males,"	CEREBROVASCULAR DISEASE	",227,NYC
2009,"	Non-Hispanic White	",Males,"	CHOLELITHIASIS AND DISORDERS OF GALLBLADDER	",17,NYC
2009,"	Non-Hispanic White	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",139,NYC
2009,"	Non-Hispanic White	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",371,NYC
2009,"	Non-Hispanic White	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",49,NYC
2009,"	Non-Hispanic White	",Males,"	DIABETES MELLITUS	",290,NYC
2009,"	Non-Hispanic White	",Males,"	DISEASES OF HEART	",5168,NYC
2009,"	Non-Hispanic White	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",148,NYC
2009,"	Non-Hispanic White	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",68,NYC
2009,"	Non-Hispanic White	",Males,"	INFLUENZA AND PNEUMONIA	",555,NYC
2009,"	Non-Hispanic White	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",191,NYC
2009,"	Non-Hispanic White	",Males,"	MALIGNANT NEOPLASMS	",3237,NYC
2009,"	Non-Hispanic White	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",64,NYC
2009,"	Non-Hispanic White	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",75,NYC
2009,"	Non-Hispanic White	",Males,"	PARKINSONS DISEASE	",80,NYC
2009,"	Non-Hispanic White	",Males,"	PEPTIC ULCER	",33,NYC
2009,"	Non-Hispanic White	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",221,NYC
2009,"	Non-Hispanic White	",Males,"	SEPTICEMIA	",46,NYC
2009,"	Non-Hispanic White	",Males,"	VIRAL HEPATITIS	",90,NYC
2010,"	Asian & Pacific Islander	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",26,NYC
2010,"	Asian & Pacific Islander	",Females,"	ALZHEIMERS DISEASE	",14,NYC
2010,"	Asian & Pacific Islander	",Females,"	ASSAULT (HOMICIDE)	",7,NYC
2010,"	Asian & Pacific Islander	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",9,NYC
2010,"	Asian & Pacific Islander	",Females,"	CEREBROVASCULAR DISEASE	",89,NYC
2010,"	Asian & Pacific Islander	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",10,NYC
2010,"	Asian & Pacific Islander	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",28,NYC
2010,"	Asian & Pacific Islander	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",7,NYC
2010,"	Asian & Pacific Islander	",Females,"	DIABETES MELLITUS	",51,NYC
2010,"	Asian & Pacific Islander	",Females,"	DISEASES OF HEART	",394,NYC
2010,"	Asian & Pacific Islander	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",33,NYC
2010,"	Asian & Pacific Islander	",Females,"	INFLUENZA AND PNEUMONIA	",74,NYC
2010,"	Asian & Pacific Islander	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",17,NYC
2010,"	Asian & Pacific Islander	",Females,"	MALIGNANT NEOPLASMS	",416,NYC
2010,"	Asian & Pacific Islander	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",15,NYC
2010,"	Asian & Pacific Islander	",Females,"	SEPTICEMIA	",7,NYC
2010,"	Asian & Pacific Islander	",Females,"	VIRAL HEPATITIS	",5,NYC
2010,"	Asian & Pacific Islander	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",55,NYC
2010,"	Asian & Pacific Islander	",Males,"	ALZHEIMERS DISEASE	",9,NYC
2010,"	Asian & Pacific Islander	",Males,"	ANEMIAS	",5,NYC
2010,"	Asian & Pacific Islander	",Males,"	AORTIC ANEURYSM AND DISSECTION	",5,NYC
2010,"	Asian & Pacific Islander	",Males,"	ASSAULT (HOMICIDE)	",9,NYC
2010,"	Asian & Pacific Islander	",Males,"	ATHEROSCLEROSIS	",6,NYC
2010,"	Asian & Pacific Islander	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",7,NYC
2010,"	Asian & Pacific Islander	",Males,"	CEREBROVASCULAR DISEASE	",83,NYC
2010,"	Asian & Pacific Islander	",Males,"	CHOLELITHIASIS AND DISORDERS OF GALLBLADDER	",6,NYC
2010,"	Asian & Pacific Islander	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",18,NYC
2010,"	Asian & Pacific Islander	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",61,NYC
2010,"	Asian & Pacific Islander	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",9,NYC
2010,"	Asian & Pacific Islander	",Males,"	DIABETES MELLITUS	",64,NYC
2010,"	Asian & Pacific Islander	",Males,"	DISEASES OF HEART	",479,NYC
2010,"	Asian & Pacific Islander	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",30,NYC
2010,"	Asian & Pacific Islander	",Males,"	INFLUENZA AND PNEUMONIA	",108,NYC
2010,"	Asian & Pacific Islander	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",46,NYC
2010,"	Asian & Pacific Islander	",Males,"	MALIGNANT NEOPLASMS	",527,NYC
2010,"	Asian & Pacific Islander	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",9,NYC
2010,"	Asian & Pacific Islander	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",11,NYC
